path,title,author,page_number,novel_pages,context
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,745,2.0,「누구의 집에 가셔서 이리 취하셨습니까?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,746,2.0,"말을 맺지 못하여 종이, 필먹, 벼루, 연적과 봉황을 새긴 비녀, 가락지, 금 노리개를 무수히 보여 주었다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,747,2.0,상서가 춘운에게 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,748,2.0,「이 보화는 천자께서 춘랑에게 상사(賞賜)하신 바라.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,749,2.0,"춘운이 다시 듣고자 하였으나, 상서는 벌써 잠이 들었다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,750,2.0,다음날 상서가 일어나 세수하는데 문 지키는 사람이 급히 고하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,751,2.0,「월왕께서 오셨습니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,752,2.0,상서가 크게 놀라 신을 벗고 내달아 맞아 윗자리를 내어주고 물어 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,753,2.0,「전하께서 무슨 일로 누추한 곳에 행차하셨습니까?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,754,2.0,월왕이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,755,2.0,"「과인이 황제의 명을 받아 왔소. 난양공주가 나이 자랐지만 부마를 정하지 못하였는데, 황제께서 상사의 재덕을 사랑하시어 혼인을 정코자 하십니다.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,756,2.0,상서가 크게 놀라 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,757,2.0,"「소신이 무슨 재덕이 있습니까? 황제 폐하의 은혜가 이렇듯 하오니 아뢸 말씀이 없지만 정사도 여자와 혼인을 정하여 납폐를 한 지 삼 년이니, 원컨대 대왕은 이 뜻을 황제께 아뢰어 주십시오.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,758,2.0,월왕이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,759,2.0,「내 돌아가 아뢰겠지만 슬픕니다. 상서를 사랑하던 일이 허사가 되었군요.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,760,2.0,상서가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,761,2.0,「혼인은 인륜대사이니 소신이 들어가 죄를 받겠습니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,762,2.0,월왕이 즉시 하직하고 갔다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,763,2.0,상서가 들어가 사도를 보고 월왕의 말을 전하니 온 집안이 다 허둥지둥하며 어쩔 줄 몰라했다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,764,2.0,처음에 황태후가 상서를 보고 크게 기뻐하여 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,765,2.0,「이는 하늘이 정해 준 난양의 배필이니 어찌 다른 의논이 있겠는가?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,766,2.0,"천자가 상서의 글과 글씨를 잊지 못하여 다시 보고자 하여 태감(太監)에게 명하여 ‘즉시 거두어 들이라.’ 하였다. 궁녀들이 이미 그 글을 깊이 간수하였는데 한 궁녀는 상서가 글 쓴 부채를 들고 제 침실에 들어가 슬피 울었다. 이 궁녀의 성명은 진채봉이니 화음 당 진어사의 딸이다. 진어사가 죽은 후에 궁의 노비가 되었는데 천자가 보고 사랑하여 후궁을 봉하려 하자, 황후가 그 재덕을 보고 자기 권리를 휘두를까 염려하여 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,767,2.0,「진낭자의 재주와 행실이 족히 후궁을 봉함직 하지만 제 아비를 죽이고 그 딸을 가까이 함이 가치 아니한 듯 합니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,768,2.0,천자가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,769,2.0,「옳다」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,770,2.0,"하고, 채봉을 불러 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,771,2.0,「너를 황태후 궁궁에 보내어 난양공주를 모셔 힘써 하게 한다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,772,2.0,"하고 보내자, 공주도 그 재주와 용모를 보시고 사랑하여 잠시도 떠나지 못하게 하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,773,2.0,"하루는 황태후를 모시고 봉래전에 가 양상서의 글을 얻으니 상서는 진씨를 알아보지 못하였지만, 진씨는 알아보고 자연 슬픈 마음을 이기지 못하였다. 눈물을 머금고 남이 알까 두려워 부채만 들고 물러가 상서를 피하여 한번 글을 읊으니 눈물이 일천 줄이었다. 진랑(秦娘)이 옛일을 생각하여 상서의 글에 화답하여 그 부채에 썼는데, 갑자기 태감이 급히 와 양상서의 글을 다 들이라 하신다. 하자, 진씨가 크게 놀라 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,774,2.0,「과연 다시 찾을 줄을 알지 못하고 그 글에 화답하여 그 부채에 썼는데 황상께서 보시면 반드시 죄가 중할 것이니 차라리 자결하겠습니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,775,2.0,하자 태감이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,776,2.0,"「황상이 인후하시니 반드시 죄하지 아니하실 것이요, 내 또 힘써 구완할 터이니 염려 말고 갑시다.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,777,2.0,진씨가 마지 못하여 태감을 따라갔다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,778,2.0,태감이 모든 궁녀의 글을 차례로 드리자 황제가 글마다 보시다가 진씨의 부채에 쓴 글을 보시고 괴이히 여겨 물어 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,779,2.0,「양상서의 글에 누가 화답하였느냐?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,780,2.0,태감이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,781,2.0,「진씨의 말을 들어보니 ‘황상이 다시 찾으실 줄을 모르고 외람되게 화답하여 썼습니다.’ 하고 죽으려 하기에 소신이 못 죽게 하여 데려왔습니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,782,2.0,황제가 다시 진씨의 글을 보니 그 글은 다음과 같았다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,783,2.0,"비단 부채 둥긋하여 달 같으니,
누각 위에서 부끄러워하던 만남이 생각나누나.처음 지척에서도 서로 알지 못할 바문득 그대로 하여금 자세히 보게나 할 걸."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,787,2.0,황제가 보고 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,788,2.0,「진씨에게 반드시 사정이 있다. 어떤 사람을 보았기에 이 글이 이러한가? 그러나 재주가 아까우니 살려는 주겠다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,789,2.0,"하고, 태감을 명하여 진씨를 부르자 진씨가 들어가 섬돌 아래에 내려 머리를 두드리며 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,790,2.0,"「소첩이 죽을 죄를 지었사오니, 원컨대 빨리 죽여 주십시오.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,791,2.0,상이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,792,2.0,「네 속이지 말고 바로 아뢰라. 어떤 사람과 사정이 있느냐?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,793,2.0,진씨가 눈물을 흘리며 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,794,2.0,"「황상께서 하문(下問)하시니 어찌 속이겠습니까? 첩의 집이 망하지 아니하였을 때, 양상서가 과거를 보러 가다가 첩을 보고 <양류사(楊柳詞)>로 서로 화답하고 결친(結親)하기를 언약하였는데, 이전에 봉래전에서 글을 지을 때 첩은 상서를 알아보았지만 상서는 첩을 알지 못해서 슬픈 마음을 이기지 못하여 우연히 화답하였으니, 첩의 죄는 백 번 죽어 마땅합니다.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,795,2.0,상이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,796,2.0,「네가 <양류사>를 기억하겠느냐?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,797,2.0,"진씨 즉시 <양류사>를 써서 드리니, 상이 보고 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,798,2.0,「너의 죄가 중하나 네 재주가 기특하니 용서한다. 돌아가 난양을 정성으로 섬겨라.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,799,2.0,"하고, 부채를 주었다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,800,2.0,"이날 상이 황태후를 모셔 잔치를 하는데, 월왕이 양상서의 집에서 돌아와 정사도의 집에 납폐한 말을 고하니 황태후가 크게 노하여 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,801,2.0,「양상서가 조정 체모를 알 텐데 어찌 나라의 영을 거역하는가?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,802,2.0,다음날 상이 양소유를 불러 보고 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,803,2.0,「짐이 한 누이동생이 있는데 경이 아니면 가히 배필 될 사람이 없어 월왕으로 하여금 경의 집에 보냈는데 경이 정사도의 집 말로써 사양한다 하니 생각지 못한 바이다. 옛부터 부마를 정하면 얻은 아내라도 소박하거늘 상서는 정가(鄭家) 여자에게 행례(行禮) 한 일이 없으니 정가 여자는 자연히 갈 곳이 있을 것인데 무슨 해가 되겠는가?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,804,2.0,상서가 머리를 두드리며 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,805,2.0,"「소신은 먼 지방 사람으로 경성에 와 몸을 맡길 곳이 없어 정사도의 관대함을 입어 묶을 곳을 정하고 납례(納禮)를 하여 장인과 사위의 의리를 맺고 부부의 뜻을 정하였지만, 이제까지 혼례를 행치 못한 것은 국가의 맡은 일이 많아 모친을 모셔오지 못하였기 때문이었는데, 이제 소신을 부마를 정하시면 여자는 죽기로 수절할 것이니 어찌 국정(國政)에 해롭지 아니하겠습니까?」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,806,2.0,상이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,807,2.0,"「경의 딱하고 가엾은 형편은 그러하나 혼례를 행치 아니하였으니 정가 여자가 무슨 수절을 하며, 또 황태후가 경의 재덕을 사랑하여 부마를 정코자 하시니 경은 과히 사양치 말라. 혼인은 대사이니 어찌 소소한 사정을 생각하겠는가. 짐과 바둑이나 두자.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,808,2.0,"하고, 종일토록 바둑을 두다가 나오니 정사도가 상서를 보고 눈물을 한삼에 흘리며 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,809,2.0,「오늘 황태후께서 전교(傳敎)하시어 ‘양상서의 납채(納采)를 빨리 내어주라. 아니면 큰 벌이 있을 것이다.’ 라고 하시기에 납채를 화원에 내어 보냈으니 우리 집 앞 일이 걱정이다. 나는 겨우 부지하겠지만 늙은 처는 병이 되어 정신을 차리지 못하니 이런 사정이 있는가?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,810,2.0,상서가 실색(失色)하여 말을 못하다가 한참 후에 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,811,2.0,「제가 상소하여 다투면 조정에 공론(公論)이 없겠습니까?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,812,2.0,사도가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,813,2.0,「상서가 이제 상소하면 반드시 무거운 죄를 얻으려니와 천자의 명령을 받은 후에 화원에 있기 미안하니 아무리 떠나기 서운하나 다른 데 거처를 정하는 것이 마땅하다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,814,2.0,상서가 대답하지 아니하고 화원으로 나가니 춘운이 눈물을 흘리며 납채를 붙들고 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,815,2.0,「소저의 명으로 와 상서를 모신 지 오래인데 호사다마(好事多魔)하여 일이 이리되어 소저의 혼사는 다시 바랄 것이 없으니 첩도 아주 이별하렵니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,816,2.0,상서가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,817,2.0,「내가 상소하여 힘써 다투겠지만 설사 허락하지 아니하신데도 춘랑은 이미 내게 몸을 맡겼으니 어찌 나를 버리는가.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,818,2.0,춘운이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,819,2.0,"「첩이 비록 민첩하지 못하나 여필종부의 뜻을 어이 모르겠습니까마는, 첩이 어려서 소저와 죽고 살며 남고 모자란 것을 함께 하자고 맹세하였으니, 오늘날 상서를 모시는 것도 소저의 명입니다. 소저가 평생토록 수절하면 첩이 어디를 가겠습니까?」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,820,2.0,상서가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,821,2.0,「소저는 동서남북의 뜻대로 가겠지만 춘랑이 소저를 좇아 다른 사람을 섬기면 여자의 정절이 있다고 할 수 있는가?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,822,2.0,춘운이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,823,2.0,「상공은 우리 소저를 알지 못합니다. 소저가 정한 일이 있습니다. 부모 슬하에 있다가 백 년이 지난 후에 터럭을 끊고 몸을 맑게 닦아 산문(山門)에 몸을 맡겨 일생을 지키고자 하시니 첩이 홀로 어디로 가겠습니까? 상서께서 춘운을 보고자 하시거든 납채를 소저의 방으로 보내십시오. 그렇게 하지 아니하시면 죽어 후세에서나 다시 뵙겠습니다. 바라건대 상공은 오랫동안 편안히 계십시오.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,824,2.0,"하고, 문득 뜰에 나려 재배하고 안으로 들어갔다. 상서가 마음이 적막하여 길게 탄식만 하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,825,2.0,이날 상서가 상소하니 그 글은 다음과 같았다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,826,2.0,"한림학사 겸 예부상서 양소유는 머리를 조아려 절하며 황제 폐하께 아룁니다. 대개 인륜은 왕정(王政)의 근본이요, 혼인은 인륜의 대사여서 왕정을 잃으면 나라가 그릇되고 혼인을 삼가지 아니하면 가도(家道)가 망하니, 어찌 혼인을 삼가 왕정을 구하지 아니하겠습니까? 소신(小臣)이 바야흐로 정가 여자와 혼인을 정하여 납채하였는데 천만 뜻밖에 부마로 봉코자 하시어 황태후의 명으로 이미 받은 납채를 내어 주라 하시니 이는 예로부터 듣지 못하던 바입니다. 원컨대 폐하는 왕정과 인륜을 살펴 정가와의 혼인을 하락하여 주십시오.
"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,827,2.0,"상이 보시고 태후께 아뢰니, 태후가 크게 화를 내어 ‘양상서를 감옥에 가두라.’ 하자, 조정 백관이 다 다투어 간(諫)하였지만 듣지 아니하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,828,2.0,"이때 토번(吐蕃)이 바야흐로 중국을 얕보아 3만 병을 거느리고 와 변경 지방에 있는 군현(郡縣)을 노략하여 선봉(先鋒)이 이미 위교(渭橋)에 왔다. 상이 조정 대신을 불러 의논할 때, 다 아뢰어 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,829,2.0,「양상서가 전일에도 군병을 죄하지 아니하고 삼 진(陳)을 정벌(征伐)하였으니 지금도 양상서가 아니면 당할 사람이 없을까 합니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,830,2.0,상이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,831,2.0,「옳다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,832,2.0,"하시고, 즉시 들어가 태후께 여쭈었다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,833,2.0,"「조정에는 양소유가 아니면 도적을 당할 사람이 없다 하오니, 비록 죄가 있으나 국사를 먼저 생각하십시오.」"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,834,2.0,"태후가 허락하자, 즉시 사자(使者)를 보내어 양상서를 불러 보고 물어 말하였다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,835,2.0,「도적이 급하여 경이 아니면 제어치 못할 것이니 어찌하면 좋은가?」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,836,2.0,상서가 대답하여 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,837,2.0,「신이 비록 재주가 없으나 수천 군사를 얻어 이 도적을 파하여 죽을 목숨을 구완하신 은덕을 만분지일이나 갚을까 합니다.」
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,838,2.0,상이 크게 기뻐하여 즉시 대사마(大司馬) 대원수를 봉하고 3만 군을 주었다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,839,2.0,"상서가 이날 황상께 하직하고 군병을 거느려 위교로 나가자, 선봉장이 달려들어 좌현왕(左賢王)을 사로잡으니 적의 기세가 크게 꺽여 다 도망하거늘 쫓아가 세 번 싸워 세 번 이기고 머리 3만과 좋은 말 8천을 얻고 승첩(勝捷)을 천자께 보고하니 상이 크게 기뻐하여 칭찬해 마지 않았다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,840,2.0,상서가 또 군중에서 상소하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001304,구운몽(九雲夢),김만중,841,2.0,「도적을 비록 파하였으나 저들의 땅에 들어가 멸하고 돌아오겠습니다.」
